source_target	destination_target	site
00662240|local|HASH:5f7bd9c89d:4	004E6A80|parameter|Stack[0x8]:4	00662240 C call -> FUN_004e6a80
00662240|local|HASH:5f7bd9c89d:4	004E6C20|parameter|Stack[0x8]:4	00662240 C call -> FUN_004e6c20
00662240|local|HASH:5f7bd9c89d:4	004E80F0|parameter|Stack[0x8]:4	00662240 C call -> FUN_004e80f0
00662240|local|Stack[-0x10]:4	004C7860|parameter|ECX:4 (auto)	00662240 C call -> TLOBaseTy::sub_004C7860
00662240|local|Stack[-0x10]:4	004C7860|parameter|ECX:4 (auto)	00662240 C call -> TLOBaseTy::sub_004C7860
00662240|local|Stack[-0x10]:4	004C7860|parameter|ECX:4 (auto)	00662240 C call -> TLOBaseTy::sub_004C7860
00662240|local|Stack[-0x10]:4	004C7CC0|parameter|ECX:4 (auto)	00662240 C call -> TLOBaseTy::FUN_004c7cc0
00662240|local|Stack[-0x8]:4	006AE110|parameter|Stack[0x4]:4	00662240 C call -> DArrayDestroy
00662240|local|Stack[-0xc]:4	0065D9C0|parameter|ECX:4 (auto)	00662240 C call -> AiFltClassTy::sub_0065D9C0
00662240|local|Stack[-0xc]:4	0065D9C0|parameter|ECX:4 (auto)	00662240 C call -> AiFltClassTy::sub_0065D9C0
00662240|local|Stack[-0xc]:4	0065E6C0|parameter|ECX:4	00662240 C call -> FUN_0065e6c0
00662240|local|Stack[-0xc]:4	0065E6C0|parameter|ECX:4	00662240 C call -> FUN_0065e6c0
00662240|local|Stack[-0xc]:4	0065FD00|parameter|ECX:4	00662240 C call -> FUN_0065fd00
00662240|local|Stack[-0x10]:4	006AE110|parameter|Stack[0x4]:4	00662240 C call -> DArrayDestroy
00662240|local|Stack[-0xc]:4	0065FA60|parameter|ECX:4 (auto)	00662240 C call -> AiFltClassTy::sub_0065FA60
00662240|local|Stack[-0xc]:4	0065DA10|parameter|ECX:4	00662240 C call -> AiFltClassTy::sub_0065DA10
00664540|parameter|Stack[0x4]:4	006ACC70|parameter|Stack[0x4]:4	00664540 C call -> DArrayGetElement
00664600|parameter|Stack[0x4]:4	006B0C70|parameter|Stack[0x8]:4	00664600 C call -> DArrayRemoveAt
00664760|local|Stack[-0xe]:2	006756D0|parameter|Stack[0x8]:4	00664760 C call -> FUN_006756d0
00664760|parameter|ECX:4 (auto)	0065F1D0|parameter|ECX:4 (auto)	00664760 C call -> AiFltClassTy::AppendZone
00664760|parameter|ECX:4 (auto)	0065F660|parameter|ECX:4 (auto)	00664760 C call -> AiFltClassTy::AppendPoint
00664960|parameter|ECX:4	00664540|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00664540::FUN_00664540
00664960|local|Stack[-0x44]:4	00664540|parameter|Stack[0x4]:4	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00664540::FUN_00664540
00664960|local|Stack[-0xc]:4	006AE140|parameter|Stack[0x8]:4	00664960 C call -> Library::DKW::TBL::DArrayPut
00664960|parameter|ECX:4	00664650|parameter|ECX:4 (auto)	00664960 C call -> FUN_00664650
00664960|parameter|ECX:4	0065F980|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065F980
00664960|parameter|ECX:4	0065F980|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065F980
00664960|parameter|ECX:4	0065F980|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065F980
00664960|parameter|ECX:4	0065F980|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065F980
00664960|parameter|ECX:4	0065F980|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065F980
00664960|parameter|ECX:4	0065F980|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065F980
00664960|parameter|ECX:4	0065F980|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065F980
00664960|parameter|ECX:4	0065F980|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065F980
00664960|parameter|ECX:4	0065F980|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065F980
00664960|parameter|ECX:4	0065F980|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065F980
00664960|parameter|ECX:4	00664650|parameter|ECX:4 (auto)	00664960 C call -> FUN_00664650
00664960|parameter|ECX:4	006646E0|parameter|ECX:4	00664960 C call -> FUN_006646e0
00664960|parameter|ECX:4	00664540|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00664540::FUN_00664540
00664960|local|Stack[-0x44]:4	00664540|parameter|Stack[0x4]:4	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00664540::FUN_00664540
00664960|parameter|ECX:4	0065D9C0|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065D9C0
00664960|parameter|ECX:4	0065ED90|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_0065ED90::FUN_0065ed90
00664960|parameter|ECX:4	00660180|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00660180::FUN_00660180
00664960|parameter|ECX:4	00660180|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00660180::FUN_00660180
00664960|local|Stack[-0x8]:4	0067BF60|parameter|ECX:4 (auto)	00664960 C call -> FUN_0067bf60
00664960|local|Stack[-0x8]:4	0067BF60|parameter|ECX:4 (auto)	00664960 C call -> FUN_0067bf60
00664960|parameter|ECX:4	0065D9C0|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065D9C0
00664960|parameter|ECX:4	00660180|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00660180::FUN_00660180
00664960|parameter|ECX:4	0065D9C0|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065D9C0
00664960|local|Stack[-0x8]:4	0067BF60|parameter|ECX:4 (auto)	00664960 C call -> FUN_0067bf60
00664960|parameter|ECX:4	0065ED90|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_0065ED90::FUN_0065ed90
00664960|parameter|ECX:4	00660180|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00660180::FUN_00660180
00664960|parameter|ECX:4	0065D9C0|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065D9C0
00664960|local|Stack[-0x8]:4	0067BF60|parameter|ECX:4 (auto)	00664960 C call -> FUN_0067bf60
00664960|parameter|ECX:4	0065FA10|parameter|ECX:4	00664960 C call -> FUN_0065fa10
00664960|parameter|ECX:4	0065E9A0|parameter|ECX:4 (auto)	00664960 C call -> FUN_0065e9a0
00664960|parameter|ECX:4	0065ED90|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_0065ED90::FUN_0065ed90
00664960|parameter|ECX:4	0065FA10|parameter|ECX:4	00664960 C call -> FUN_0065fa10
00664960|parameter|ECX:4	00660180|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00660180::FUN_00660180
00664960|parameter|ECX:4	0065D9C0|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065D9C0
00664960|parameter|ECX:4	00660180|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00660180::FUN_00660180
00664960|parameter|ECX:4	0065FD50|parameter|ECX:4 (auto)	00664960 C call -> FUN_0065fd50
00664960|parameter|ECX:4	0065D9C0|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065D9C0
00664960|parameter|ECX:4	0065ED90|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_0065ED90::FUN_0065ed90
00664960|parameter|ECX:4	00660180|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00660180::FUN_00660180
00664960|parameter|ECX:4	0065F980|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065F980
00664960|parameter|ECX:4	0065D9C0|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065D9C0
00664960|parameter|ECX:4	00660180|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00660180::FUN_00660180
00664960|parameter|ECX:4	0065F980|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065F980
00664960|parameter|ECX:4	0065D9C0|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065D9C0
00664960|parameter|ECX:4	0065D9C0|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065D9C0
00664960|parameter|ECX:4	0065EB70|parameter|ECX:4 (auto)	00664960 C call -> FUN_0065eb70
00664960|parameter|ECX:4	0065F980|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065F980
00664960|parameter|ECX:4	00660420|parameter|ECX:4 (auto)	00664960 C call -> FUN_00660420
00664960|parameter|ECX:4	0065FA10|parameter|ECX:4	00664960 C call -> FUN_0065fa10
00664960|parameter|ECX:4	00660180|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00660180::FUN_00660180
00664960|parameter|ECX:4	0065FD50|parameter|ECX:4 (auto)	00664960 C call -> FUN_0065fd50
00664960|parameter|ECX:4	00660180|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00660180::FUN_00660180
00664960|parameter|ECX:4	0065D9C0|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065D9C0
00664960|parameter|ECX:4	0065FA10|parameter|ECX:4	00664960 C call -> FUN_0065fa10
00664960|parameter|ECX:4	0065FD50|parameter|ECX:4 (auto)	00664960 C call -> FUN_0065fd50
00664960|parameter|ECX:4	0065FA10|parameter|ECX:4	00664960 C call -> FUN_0065fa10
00664960|parameter|ECX:4	00660620|parameter|ECX:4	00664960 C call -> FUN_00660620
00664960|parameter|ECX:4	0065D9C0|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065D9C0
00664960|parameter|ECX:4	0065FE10|parameter|ECX:4	00664960 C call -> FUN_0065fe10
00664960|parameter|ECX:4	00660700|parameter|ECX:4 (auto)	00664960 C call -> FUN_00660700
00664960|parameter|ECX:4	00660910|parameter|ECX:4 (auto)	00664960 C call -> FUN_00660910
00664960|parameter|ECX:4	0065D9C0|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065D9C0
00664960|parameter|ECX:4	00660A40|parameter|ECX:4 (auto)	00664960 C call -> FUN_00660a40
00664960|parameter|ECX:4	00660B50|parameter|ECX:4	00664960 C call -> FUN_00660b50
00664960|parameter|ECX:4	0065E450|parameter|ECX:4	00664960 C call -> FUN_0065e450
00664960|parameter|ECX:4	0065E360|parameter|ECX:4	00664960 C call -> AiFltClassTy::sub_0065E360
00664960|local|Stack[-0x48]:4	004D8E70|parameter|ECX:4 (auto)	00664960 C call -> FUN_004d8e70
00664960|local|Stack[-0x10]:4	006AE110|parameter|Stack[0x4]:4	00664960 C call -> DArrayDestroy
00664960|parameter|ECX:4	0065F980|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065F980
00664960|parameter|ECX:4	0065FA10|parameter|ECX:4	00664960 C call -> FUN_0065fa10
00664960|parameter|ECX:4	0065ED90|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_0065ED90::FUN_0065ed90
00664960|parameter|ECX:4	0065FD00|parameter|ECX:4	00664960 C call -> FUN_0065fd00
00664960|parameter|ECX:4	0065FD00|parameter|ECX:4	00664960 C call -> FUN_0065fd00
00664960|parameter|ECX:4	0065F980|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065F980
00664960|parameter|ECX:4	0065FE10|parameter|ECX:4	00664960 C call -> FUN_0065fe10
00664960|parameter|ECX:4	00660540|parameter|ECX:4 (auto)	00664960 C call -> FUN_00660540
00664960|parameter|ECX:4	0065F980|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065F980
00664960|parameter|ECX:4	0065D9C0|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065D9C0
00664960|parameter|ECX:4	0065EF70|parameter|ECX:4	00664960 C call -> FUN_0065ef70
00664960|parameter|ECX:4	0065FA10|parameter|ECX:4	00664960 C call -> FUN_0065fa10
00664960|parameter|ECX:4	00660180|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00660180::FUN_00660180
00664960|parameter|ECX:4	00660010|parameter|ECX:4	00664960 C call -> FUN_00660010
00664960|parameter|ECX:4	0065D9C0|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065D9C0
00664960|parameter|ECX:4	0065DA10|parameter|ECX:4	00664960 C call -> AiFltClassTy::sub_0065DA10
00664960|local|Stack[-0x90]:4	006AE110|parameter|Stack[0x4]:4	00664960 C call -> DArrayDestroy
00664960|parameter|ECX:4	0065FA10|parameter|ECX:4	00664960 C call -> FUN_0065fa10
00664960|parameter|ECX:4	0065FD50|parameter|ECX:4 (auto)	00664960 C call -> FUN_0065fd50
00664960|parameter|ECX:4	0065D9C0|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065D9C0
00664960|parameter|ECX:4	0065FA10|parameter|ECX:4	00664960 C call -> FUN_0065fa10
00664960|parameter|ECX:4	00660180|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00660180::FUN_00660180
00664960|parameter|ECX:4	0065FA10|parameter|ECX:4	00664960 C call -> FUN_0065fa10
00664960|parameter|ECX:4	0065E9A0|parameter|ECX:4 (auto)	00664960 C call -> FUN_0065e9a0
00664960|parameter|ECX:4	0065ED90|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_0065ED90::FUN_0065ed90
00664960|parameter|ECX:4	0065D9C0|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065D9C0
00664960|parameter|ECX:4	00660180|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00660180::FUN_00660180
00664960|parameter|ECX:4	0065D9C0|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::sub_0065D9C0
00664960|parameter|ECX:4	0065ED90|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_0065ED90::FUN_0065ed90
00664960|parameter|ECX:4	00660180|parameter|ECX:4 (auto)	00664960 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00660180::FUN_00660180
00664960|parameter|ECX:4	006618E0|parameter|ECX:4 (auto)	00664960 C call -> AiFltClassTy::GoToRepair
00667D90|local|Stack[-0x10]:4	0065D6A0|parameter|ECX:4 (auto)	00667D90 C call -> AiFltClassTy::sub_0065D6A0
00667D90|local|Stack[-0x10]:4	0065D6E0|parameter|ECX:4	00667D90 C call -> AiFltClassTy::sub_0065D6E0
00667D90|local|Stack[-0x10]:4	00664760|parameter|ECX:4 (auto)	00667D90 C call -> AiFltClassTy::sub_00664760
00667D90|local|Stack[-0x10]:4	00664960|parameter|ECX:4	00667D90 C call -> AiFltClassTy::sub_00664960
00667D90|local|Stack[-0x10]:4	0065D4B0|parameter|ECX:4 (auto)	00667D90 C call -> AiFltClassTy::PrepareToSave
00667D90|local|Stack[-0xc]:4	0054D430|parameter|Stack[0x8]:4	00667D90 C call -> STPlaySystemC::SaveObjData
00667D90|local|Stack[-0x8]:4	0054D430|parameter|Stack[0xc]:4	00667D90 C call -> STPlaySystemC::SaveObjData
00667D90|local|Stack[-0x10]:4	00661CA0|parameter|ECX:4	00667D90 C call -> AiFltClassTy::sub_00661CA0
00667D90|parameter|Stack[0x4]:4	00661CA0|parameter|Stack[0x4]:4	00667D90 C call -> AiFltClassTy::sub_00661CA0
00667D90|parameter|Stack[0x4]:4	006E5FD0|parameter|Stack[0x4]:4	00667D90 C call -> FUN_006e5fd0
00668180|parameter|Stack[0x4]:4	0072E340|parameter|Stack[0x8]:4	00668180 C call -> Library::MSVCRT::_strncpy
006686C0|parameter|Stack[0x4]:4	006AB060|parameter|Stack[0x4]:4	006686C0 C call -> FreeAndNull
00668F50|parameter|Stack[0x8]:4	005822E0|parameter|Stack[0x8]:1	00668F50 C call -> FUN_005822e0
00668F50|parameter|Stack[0x8]:4	005822E0|parameter|Stack[0x4]:1	00668F50 C call -> FUN_005822e0
00668F50|parameter|Stack[0x8]:4	005822E0|parameter|Stack[0x8]:1	00668F50 C call -> FUN_005822e0
00668F50|parameter|Stack[0x8]:4	005822E0|parameter|Stack[0x4]:1	00668F50 C call -> FUN_005822e0
00668F50|parameter|Stack[0x8]:4	005822E0|parameter|Stack[0x8]:1	00668F50 C call -> FUN_005822e0
00668F50|parameter|Stack[0x8]:4	005822E0|parameter|Stack[0x4]:1	00668F50 C call -> FUN_005822e0
0066AB60|parameter|Stack[0x4]:1	004357F0|parameter|Stack[0x4]:1	0066AB60 C call -> FUN_004357f0
0066AB60|parameter|Stack[0x8]:4	00679D60|parameter|Stack[0x4]:4	0066AB60 C call -> FUN_00679d60
0066AB60|parameter|Stack[0xc]:4	00679D60|parameter|Stack[0x8]:4	0066AB60 C call -> FUN_00679d60
0066AB60|parameter|Stack[0x4]:1	0042A9C0|parameter|Stack[0x4]:1	0066AB60 C call -> FUN_0042a9c0
0066AC80|parameter|Stack[0x4]:1	0042B760|parameter|Stack[0x4]:1	0066AC80 C call -> FUN_0042b760
0066AC80|parameter|Stack[0x8]:2	0042B760|parameter|Stack[0x8]:2	0066AC80 C call -> FUN_0042b760
00671F10|local|Stack[-0xc]:4	0064A830|parameter|Stack[0x4]:4	00671F10 C call -> FUN_0064a830
00671F10|local|Stack[-0xc]:4	0064A910|parameter|Stack[0x4]:4	00671F10 C call -> FUN_0064a910
00671F10|local|Stack[-0xc]:4	0064A910|parameter|Stack[0x4]:4	00671F10 C call -> FUN_0064a910
00671F10|local|Stack[-0x24]:4	0066ACC0|parameter|ECX:4 (auto)	00671F10 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_0064A970::FUN_0066acc0
00671F10|local|Stack[-0x1c]:4	006A5E40|parameter|Stack[0x4]:4	00671F10 C call -> RaiseInternalException
00671F10|local|Stack[-0xc]:4	0064A940|parameter|Stack[0x4]:4	00671F10 C call -> FUN_0064a940
00671F10|local|Stack[-0xc]:4	0064A830|parameter|Stack[0x4]:4	00671F10 C call -> FUN_0064a830
00672440|parameter|Stack[0x4]:4	0064A910|parameter|Stack[0x4]:4	00672440 C call -> FUN_0064a910
00672440|local|Stack[-0x8]:4	0064A910|parameter|Stack[0x8]:4	00672440 C call -> FUN_0064a910
00672440|local|Stack[-0x14]:4	006A5E40|parameter|Stack[0x4]:4	00672440 C call -> RaiseInternalException
00672970|parameter|Stack[0x4]:1	006C8950|parameter|Stack[0xc]:1	00672970 C call -> FUN_006c8950
006729B0|parameter|Stack[0x4]:1	006C8950|parameter|Stack[0xc]:1	006729B0 C call -> FUN_006c8950
006729F0|parameter|Stack[0x4]:1	006C8950|parameter|Stack[0xc]:1	006729F0 C call -> FUN_006c8950
00672A30|parameter|Stack[0x4]:1	006C8950|parameter|Stack[0xc]:1	00672A30 C call -> FUN_006c8950
00672A70|parameter|Stack[0x4]:1	006C8950|parameter|Stack[0xc]:1	00672A70 C call -> FUN_006c8950
00672AB0|parameter|Stack[0x4]:1	006C8950|parameter|Stack[0xc]:1	00672AB0 C call -> FUN_006c8950
00672AF0|parameter|Stack[0x4]:1	006C8950|parameter|Stack[0xc]:1	00672AF0 C call -> FUN_006c8950
00672B60|local|Stack[-0xc]:4	006A5E90|parameter|Stack[0x4]:4	00672B60 C call -> FUN_006a5e90
00672B60|local|Stack[-0x10]:4	006A5E90|parameter|Stack[0x4]:4	00672B60 C call -> FUN_006a5e90
00672B60|local|Stack[-0x14]:4	006A5E90|parameter|Stack[0x4]:4	00672B60 C call -> FUN_006a5e90
00672B60|local|Stack[-0x8]:4	006A5E90|parameter|Stack[0x4]:4	00672B60 C call -> FUN_006a5e90
00673160|parameter|Stack[0x4]:4	0072E620|parameter|Stack[0x4]:4	00673160 C call -> Library::MSVCRT::__strcmpi
00673160|parameter|Stack[0x8]:4	0072E620|parameter|Stack[0x8]:4	00673160 C call -> Library::MSVCRT::__strcmpi
006736F0|local|Stack[-0xc]:4	006C49B0|parameter|Stack[0x4]:4	006736F0 C call -> FUN_006c49b0
006736F0|local|Stack[-0x8]:4	006B98C0|parameter|Stack[0x8]:4	006736F0 C call -> FUN_006b98c0
006748D0|local|Stack[-0x8]:4	006B9770|parameter|Stack[0xc]:4	006748D0 C call -> Library::DKW::STR::FUN_006b9770
00674C40|parameter|Stack[0x4]:4	0072E730|parameter|Stack[0x4]:4	00674C40 C call -> Library::MSVCRT::FUN_0072e730
00674C40|local|Stack[-0x104]:1	0072E730|parameter|Stack[0xc]:4	00674C40 C call -> Library::MSVCRT::FUN_0072e730
00674C40|local|Stack[-0x204]:1	0072E730|parameter|Stack[0x10]:4	00674C40 C call -> Library::MSVCRT::FUN_0072e730
00674C40|local|Stack[-0x308]:1	0072F110|parameter|Stack[0x4]:4	00674C40 C call -> Library::MSVCRT::__makepath
00674C40|local|Stack[-0x104]:1	0072F110|parameter|Stack[0xc]:4	00674C40 C call -> Library::MSVCRT::__makepath
00674C40|local|Stack[-0x204]:1	0072F110|parameter|Stack[0x10]:4	00674C40 C call -> Library::MSVCRT::__makepath
00674C40|local|Stack[-0x308]:1	0072EA70|parameter|Stack[0x4]:4	00674C40 C call -> Library::MSVCRT::FUN_0072ea70
00674D20|local|Stack[-0x108]:1	0072EB70|parameter|Stack[0x4]:4	00674D20 C call -> Library::MSVCRT::FUN_0072eb70
00674E10|parameter|Stack[0x4]:4	0072E730|parameter|Stack[0x4]:4	00674E10 C call -> Library::MSVCRT::FUN_0072e730
00674E10|local|Stack[-0x104]:1	0072E730|parameter|Stack[0xc]:4	00674E10 C call -> Library::MSVCRT::FUN_0072e730
00674E10|local|Stack[-0x204]:1	0072E730|parameter|Stack[0x10]:4	00674E10 C call -> Library::MSVCRT::FUN_0072e730
00674E10|local|Stack[-0x308]:1	0072F110|parameter|Stack[0x4]:4	00674E10 C call -> Library::MSVCRT::__makepath
00674E10|local|Stack[-0x104]:1	0072F110|parameter|Stack[0xc]:4	00674E10 C call -> Library::MSVCRT::__makepath
00674E10|local|Stack[-0x204]:1	0072F110|parameter|Stack[0x10]:4	00674E10 C call -> Library::MSVCRT::__makepath
00674E10|local|Stack[-0x308]:1	0072EA70|parameter|Stack[0x4]:4	00674E10 C call -> Library::MSVCRT::FUN_0072ea70
00674EF0|local|Stack[-0x108]:1	0072EB70|parameter|Stack[0x4]:4	00674EF0 C call -> Library::MSVCRT::FUN_0072eb70
00675D30|parameter|Stack[0x14]:4	006756D0|parameter|Stack[0x4]:4	00675D30 C call -> FUN_006756d0
00675DC0|parameter|Stack[0x4]:4	0042B620|parameter|Stack[0x4]:1	00675DC0 C call -> STAllPlayersC::GetObjPtr
00675DC0|parameter|Stack[0x4]:4	0042B7D0|parameter|Stack[0x4]:1	00675DC0 C call -> STAllPlayersC::AddObjsToGroup
00675EA0|parameter|Stack[0x4]:4	00675DC0|parameter|Stack[0x4]:4	00675EA0 C call -> FUN_00675dc0
00676170|parameter|Stack[0x4]:4	0042B760|parameter|Stack[0x4]:1	00676170 C call -> FUN_0042b760
00676260|parameter|Stack[0x4]:4	0042B760|parameter|Stack[0x4]:1	00676260 C call -> FUN_0042b760
00676260|parameter|Stack[0x4]:4	0042B620|parameter|Stack[0x4]:1	00676260 C call -> STAllPlayersC::GetObjPtr
00676260|local|Stack[-0xc]:4	006AE110|parameter|Stack[0x4]:4	00676260 C call -> DArrayDestroy
006763F0|parameter|Stack[0x4]:4	0042B760|parameter|Stack[0x4]:1	006763F0 C call -> FUN_0042b760
006763F0|parameter|Stack[0x4]:4	0042B620|parameter|Stack[0x4]:1	006763F0 C call -> STAllPlayersC::GetObjPtr
006763F0|local|Stack[-0xc]:4	006AE110|parameter|Stack[0x4]:4	006763F0 C call -> DArrayDestroy
006767D0|local|Stack[-0x150]:1	006F0EC0|parameter|Stack[0x8]:4	006767D0 C call -> Library::Ourlib::MF32INT::FUN_006f0ec0
006767D0|local|Stack[-0x150]:1	006F13F0|parameter|Stack[0x8]:4	006767D0 C call -> cMf32::RecPut
006767D0|local|Stack[-0x8]:4	006F1170|parameter|Stack[0x4]:4	006767D0 C call -> cMf32::delete
00676930|parameter|Stack[0x4]:4	004DA390|parameter|Stack[0x4]:4	00676930 C call -> FUN_004da390
00676930|local|Stack[-0x298]:1	0043E420|parameter|Stack[0x4]:4	00676930 C call -> FUN_0043e420
00676C40|parameter|Stack[0x4]:4	006B0CD0|parameter|Stack[0x4]:4	00676C40 C call -> FUN_006b0cd0
00676CE0|parameter|Stack[0x4]:4	006B0CD0|parameter|Stack[0x4]:4	00676CE0 C call -> FUN_006b0cd0
00676D80|parameter|Stack[0x4]:4	0042A990|parameter|Stack[0x4]:1	00676D80 C call -> FUN_0042a990
00677250|parameter|Stack[0xc]:4	00423120|parameter|ECX:4	00677250 C call -> FUN_00423120
00677290|parameter|Stack[0x4]:4	00676D80|parameter|Stack[0x4]:4	00677290 C call -> _EnumPlObj
00677290|parameter|Stack[0x8]:4	00676D80|parameter|Stack[0x8]:4	00677290 C call -> _EnumPlObj
00677290|parameter|Stack[0xc]:1	00676D80|parameter|Stack[0x14]:1	00677290 C call -> _EnumPlObj
00677290|parameter|Stack[0x10]:2	00676D80|parameter|Stack[0x18]:2	00677290 C call -> _EnumPlObj
00677290|parameter|Stack[0x14]:2	00676D80|parameter|Stack[0x1c]:2	00677290 C call -> _EnumPlObj
00677290|parameter|Stack[0x18]:2	00676D80|parameter|Stack[0x20]:2	00677290 C call -> _EnumPlObj
00677290|parameter|Stack[0x1c]:2	00676D80|parameter|Stack[0x24]:2	00677290 C call -> _EnumPlObj
00677290|parameter|Stack[0x20]:2	00676D80|parameter|Stack[0x28]:2	00677290 C call -> _EnumPlObj
00677290|parameter|Stack[0x24]:2	00676D80|parameter|Stack[0x2c]:2	00677290 C call -> _EnumPlObj
00677290|local|Stack[-0x8]:4	006AE110|parameter|Stack[0x4]:4	00677290 C call -> DArrayDestroy
006773B0|parameter|Stack[0x4]:4	00676D80|parameter|Stack[0x4]:4	006773B0 C call -> _EnumPlObj
006773B0|parameter|Stack[0x8]:4	00676D80|parameter|Stack[0xc]:4	006773B0 C call -> _EnumPlObj
006773B0|parameter|Stack[0xc]:1	00676D80|parameter|Stack[0x14]:1	006773B0 C call -> _EnumPlObj
006773B0|parameter|Stack[0x10]:2	00676D80|parameter|Stack[0x18]:2	006773B0 C call -> _EnumPlObj
006773B0|parameter|Stack[0x14]:2	00676D80|parameter|Stack[0x1c]:2	006773B0 C call -> _EnumPlObj
006773B0|parameter|Stack[0x18]:2	00676D80|parameter|Stack[0x20]:2	006773B0 C call -> _EnumPlObj
006773B0|parameter|Stack[0x1c]:2	00676D80|parameter|Stack[0x24]:2	006773B0 C call -> _EnumPlObj
